0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-294.658447265625,125.46196746826172,-50.53931427001953,23.44078254699707,-0.5699512958526611,1.3452026844024658,-18.442222595214844,-6.05391788482666,-7.013765335083008,0.28630512952804565,-7.528435230255127,0.22954010963439941,-13.633560180664062,-6.832590103149414,-11.116984367370605,-2.450247049331665,-8.860265731811523,-2.7163050174713135,-2.43212628364563,6.668343544006348,stressful
-277.71559850380294,103.75733697480078,-33.56370795235973,11.559996721603483,8.20641353555218,-5.44944428263986,-12.761144275071905,-10.554200912531918,-3.405414052584205,-2.7895457297364286,-4.536036663728186,-2.68879349064868,-10.415382591509399,-9.786992595690013,-8.149971799417068,-5.0095713268705975,-6.782272636131838,-4.008028093440379,-1.517818933600651,6.1502874107490095,stressful
-358.1518249511719,117.33740234375,-53.14399337768555,25.413942337036133,-0.06576287746429443,-3.2323856353759766,-18.14933967590332,-6.591695308685303,-5.255430698394775,-0.9349705576896667,-6.919493198394775,-1.927291989326477,-15.151866912841797,-7.751925945281982,-11.320923805236816,-2.7483842372894287,-9.197111129760742,0.1859084516763687,1.1142040491104126,12.028888702392578,stressful
-256.3499755859375,112.01764678955078,-28.97197914123535,27.259963989257812,-6.973531246185303,7.6956000328063965,-21.56045150756836,-4.70958137512207,1.9779223203659058,0.2998273968696594,0.6941789388656616,3.44260573387146,-15.006808280944824,1.0115480422973633,-10.84042739868164,-4.50128698348999,-3.2199301719665527,2.5946850776672363,9.221930503845215,16.217287063598633,stressful
-152.36358255320243,27.618754791595162,4.35335314334247,7.163018200387629,2.893271555907243,-3.071290238921958,-8.652333237327406,-5.019251791697254,1.6414881794563252,-0.06176596843790562,1.02619908942909,-0.7292374738844181,-5.892649800225102,-3.896142151287185,-5.635209662281274,-5.162893850147696,0.16391414965889045,2.8756901629077043,8.65856169980134,12.307858058288968,stressful
-319.2549743652344,100.758056640625,-28.00086212158203,27.576261520385742,-5.6476030349731445,3.9434845447540283,-23.208391189575195,-1.6307648420333862,3.8905723094940186,-0.6058722138404846,1.967386245727539,-1.200350046157837,-14.823445320129395,0.7329521179199219,-13.274317741394043,-0.8049620389938354,1.1416312456130981,9.996737480163574,15.384997367858887,15.84589672088623,stressful
-213.15185546875,123.31766510009766,-45.64557647705078,19.790437698364258,-20.173240661621094,9.380483627319336,1.3350403308868408,-17.457796096801758,4.314450740814209,-0.47793811559677124,-11.037632942199707,-7.1662139892578125,-14.779001235961914,-6.840245246887207,-16.93520164489746,1.7802470922470093,3.277056932449341,6.507401466369629,3.2698652744293213,11.462885856628418,angry
-139.91203915200407,53.24328311265555,-10.224412759012807,-0.10148312832208733,-4.1892887143725535,-0.09710207007154102,1.141999765998105,-10.200123071717215,-1.020720374921739,1.0267439728882255,-7.742877521244066,-9.19986674301179,-9.627048911120639,-9.684678959690174,-10.152753088965964,-1.682580796385433,5.6719778349465155,4.607087549381028,6.457575892637095,6.354000993150976,angry
-264.51287841796875,113.02159118652344,-52.272464752197266,19.677146911621094,-21.156658172607422,13.51101303100586,-0.9205390810966492,-18.85125160217285,7.761945724487305,-4.805674076080322,-12.3994140625,-10.541973114013672,-13.628976821899414,-8.39355182647705,-13.609600067138672,8.508227348327637,4.958082675933838,6.790281295776367,6.00651741027832,7.095890522003174,angry
-250.50486755371094,136.9422149658203,-25.95085334777832,33.4903450012207,-15.749531745910645,18.165882110595703,-3.7649223804473877,-1.106854796409607,0.08575531095266342,-3.9346444606781006,-9.690024375915527,-6.417428016662598,-16.246034622192383,-4.74746036529541,-7.591954708099365,-10.120816230773926,-6.505794048309326,-5.923840522766113,-2.995609998703003,-4.182283878326416,angry
